34DCCD1C51D2D06E0540010E05D2C7C|Esso Smart Messaging Non Marginal 4Step Pay Per Use Corp
2F56661318B03E5EE0540010E05D2C7C|LampangVC Smart Messaging Pay Per Use Corp
1-53GLL02|Land & House Smart Messaging 6000B 10000SMS
FB6A2CB88F37424AB35DAAF3CF1D890B|Vocational Education Smart Messaging pay4950B 24Mth Corp
1-5XOMPQV|CRC Smart Messaging Special 0.40B 12Months
1-4UQ44H3|Bristol Myers Smart Messaging Special I
F2D4B2872CF4991E044A0369F220710|MCom Special Smart Messaging On Net-Off Net SMS Value 800000B
C089058FF3A6006BE04400B5DE06DF2|MComMessaging Smart Messaging On Net-Off Net SMS Value 1200000B Pay 1200000B
C0890550A304003FE04400B5DE06DF2|MComMessaging Smart Messaging On Net-Off Net SMS Value 650000B Pay 650000B
C089057052D30055E04400B5DE06DF2|MComMessaging Smart Messaging On Net-Off Net SMS Value 800000B Pay 800000B
A47C6FAE7B604CE6E04400B5DE06DF2|School SIM Smart Messaging On Net-Off Net Pack 1
A47C7173327B4D7CE04400B5DE06DF2|School SIM Smart Messaging On Net-Off Net Pack 2
2920170073A64694E054A0369F2E1FE2|[BOS]_3G_CMD Demo_UL2GB_AWifi
FD33ED25BBE41B32E044A0369F220710|AYCAP Smart Messaging MMS 12Months
C4F01FD38F973E47E04400B5DE06DF2|Central Retail Smart Messaging Special 0.40B 12Months End Bill 10%
1-65WI0BA|Radison Hotel Smart Messaging 8000B 10000SMS Marginal Step
3BE9912314B248A9A4D1A628447AE0A2|Rajthanee Hospital Smart Messaging Marginal 2Step Pay20000BCorp
D711CCD2F9D84CAD9023F8FF04ABB7F9|Jardine Smart Messaging SMS 40000BCorp
1BDAC739D600B59E0540010E05D2C7C|Srisawad Smart Messaging Pay 40000B Corp
BDE725C4A9C8407C96A444CD6DDDAE30|Kannithi Smart Messaging Pay 35000BCorp
F700D0B158001400E04400B5DE06DF3|Kannithi Smart Messaging Pay 65000B
00F26DFEE7051514E05400144FFBC104|Kasikorn Bank Smart Messaging Pay Per Use Corp
0082D3147EE012AE054A0369F220710|InterlinkY14 Smart Messaging 30000B 60000SMS 0.45B 24Months
B497F28147030375E04400B5DE06DF2|Tisco Bank Y2011 Smart Messaging Non Marginal 4Step Discount Special
B62F360F469D420D82F600562AED2225|Bangjak Smart Messaging Non Marginal 3Step Pay Per Use Corp
1-63L1JNX|Citi Bank Smart Messaging SMS & MMS Special 12Months
1-7BD2XXT|Citi Group Smart Messaging Special 0.33B 12Months End Bill 9%
1-6OXVS3L|Citibank End Bill Discount 5% For Smart Messaging (SMS & MMS) Only
1-6A3NEC3|Gold Traders Smart Messaging 12000B 24000SMS 0.50B
8a7bb6023b61e6cd013ba8aa0e2819be|SME Smart Messaging 16000B 20000SMS 0.75B
8a7bb5066cb0aab6016cff875a110f14|SME Smart Messaging 300SMS for DHL Express
8a7bb6063b61e846013ba8a493f5116c|SME Smart Messaging 8000B 10000SMS 0.80B
24A7F7C0267561FBE054A0369F2E1FE2|SME Smart Messaging Multi Duration Pay100BCorp
F11EC039391542D19804870A5C3588E2|SME Welcome Back Smart Messaging Free 500SMS Corp
6186C36E653840C4A5887CBC1958BC09|CS Loxinfo Smart MessagingSMS PayPerUse 0.6BCorp
12BCD9746DE1448EE05400B5DE06DF2|CS LoxinfoY15 Smart Messaging 4000B 4000SMS 1B Corp
F9D3C087190155F5E044A0369F220710|CTH Member Smart Messaging Pay 300000B 1000000SMS
A1BD008C5FC51C4FE04400B5DE06DF2|Wincor Nixdrof Smart Messaging 15000B 20000SMS Marginal Step
EB91631EE0244A05BC324AE1F87E80A2|Wong Invention Smart MessagingMMS Pay20000BCorp
19BBA2E1C7FA5D20E0540010E05D2C7C|SanofiY15 Smart Messaging 3750B 5000SMS Non Marginal 3Step Cor
